filename,rel_path,case_id,court,date,eda_label,est_tokens
KS_Nitra_26CoKR_5_2016_00_dokument.pdf,data/01_raw_pdfs/26CoKR_5_2016/KS_Nitra_26CoKR_5_2016_00_dokument.pdf,26CoKR/5/2016,KS Nitra,2016-06-29,1_GOLD_MODERATION,1659
KS_Košice_4Cob_12_2024_00_dokument.pdf,data/01_raw_pdfs/4Cob_12_2024/KS_Košice_4Cob_12_2024_00_dokument.pdf,4Cob/12/2024,KS Košice,2025-04-29,1_GOLD_MODERATION,12068
KS_Trnava_31Cob_128_2020_00_dokument.pdf,data/01_raw_pdfs/31Cob_128_2020/KS_Trnava_31Cob_128_2020_00_dokument.pdf,31Cob/128/2020,KS Trnava,2022-01-12,1_GOLD_MODERATION,5891
KS_Trenčín_16Cob_67_2012_00_dokument.pdf,data/01_raw_pdfs/16Cob_67_2012/KS_Trenčín_16Cob_67_2012_00_dokument.pdf,16Cob/67/2012,KS Trenčín,2013-07-31,1_GOLD_MODERATION,4814
KS_Bratislava_3Cob_183_2016_00_dokument.pdf,data/01_raw_pdfs/3Cob_183_2016/KS_Bratislava_3Cob_183_2016_00_dokument.pdf,B2-42Cb/126/2014,KS Bratislava,2018-03-21,1_GOLD_MODERATION,4285
KS_Prešov_7Cob_61_2022_00_dokument.pdf,data/01_raw_pdfs/7Cob_61_2022/KS_Prešov_7Cob_61_2022_00_dokument.pdf,7Cob/61/2022,KS Prešov,2022-10-20,3_PENALTY_NO_MODERATION,3728
KS_Banská_Bystrica_43Cob_30_2023_00_dokument.pdf,data/01_raw_pdfs/43Cob_30_2023/KS_Banská_Bystrica_43Cob_30_2023_00_dokument.pdf,43Cob/30/2023,KS Banská Bystrica,2023-07-27,1_GOLD_MODERATION,21011
KS_Banská_Bystrica_41Cob_256_2016_00_dokument.pdf,data/01_raw_pdfs/41Cob_256_2016/KS_Banská_Bystrica_41Cob_256_2016_00_dokument.pdf,41Cob/256/2016,KS Banská Bystrica,2017-11-29,1_GOLD_MODERATION,19783
KS_Banská_Bystrica_43Cob_513_2014_00_dokument.pdf,data/01_raw_pdfs/43Cob_513_2014/KS_Banská_Bystrica_43Cob_513_2014_00_dokument.pdf,43Cob/513/2014,KS Banská Bystrica,2015-01-29,1_GOLD_MODERATION,5501
KS_Trnava_21Cob_109_2020_00_dokument.pdf,data/01_raw_pdfs/21Cob_109_2020/KS_Trnava_21Cob_109_2020_00_dokument.pdf,SI-9Cb/3/2018,KS Trnava,2021-05-18,1_GOLD_MODERATION,11183
KS_Bratislava_2Cob_186_2017_00_dokument.pdf,data/01_raw_pdfs/2Cob_186_2017/KS_Bratislava_2Cob_186_2017_00_dokument.pdf,B2-22Cb/442/2015,KS Bratislava,2018-07-10,1_GOLD_MODERATION,10096
KS_Prešov_2Cob_37_2013_00_dokument.pdf,data/01_raw_pdfs/2Cob_37_2013/KS_Prešov_2Cob_37_2013_00_dokument.pdf,2Cob/37/2013,KS Prešov,2013-11-21,3_PENALTY_NO_MODERATION,5694
KS_Košice_4Cob_35_2023_00_dokument.pdf,data/01_raw_pdfs/4Cob_35_2023/KS_Košice_4Cob_35_2023_00_dokument.pdf,4Cob/35/2023,KS Košice,2023-08-08,3_PENALTY_NO_MODERATION,7119
KS_Trnava_31Cob_104_2020_00_dokument.pdf,data/01_raw_pdfs/31Cob_104_2020/KS_Trnava_31Cob_104_2020_00_dokument.pdf,31Cob/104/2020,KS Trnava,2022-02-24,1_GOLD_MODERATION,19446
KS_Bratislava_5Cob_51_2023_00_dokument.pdf,data/01_raw_pdfs/5Cob_51_2023/KS_Bratislava_5Cob_51_2023_00_dokument.pdf,5Cob/51/2023,KS Bratislava,2024-07-30,3_PENALTY_NO_MODERATION,10673
KS_Trenčín_8Cob_51_2022_00_dokument.pdf,data/01_raw_pdfs/8Cob_51_2022/KS_Trenčín_8Cob_51_2022_00_dokument.pdf,NM-8Cb/8/2020,KS Trenčín,2022-07-26,1_GOLD_MODERATION,8532
KS_Košice_4Cob_122_2011_00_dokument.pdf,data/01_raw_pdfs/4Cob_122_2011/KS_Košice_4Cob_122_2011_00_dokument.pdf,4Cob/122/2011,KS Košice,2012-02-22,1_GOLD_MODERATION,4612
KS_Prešov_3Cob_57_2016_00_dokument.pdf,data/01_raw_pdfs/3Cob_57_2016/KS_Prešov_3Cob_57_2016_00_dokument.pdf,3Cob/57/2016,KS Prešov,2018-04-26,4_CIVIL_NOISE_LIKELY,3430
KS_Bratislava_2Cob_33_2021_00_dokument.pdf,data/01_raw_pdfs/2Cob_33_2021/KS_Bratislava_2Cob_33_2021_00_dokument.pdf,B2-26Cb/55/2013,KS Bratislava,2021-06-15,1_GOLD_MODERATION,6908
KS_Bratislava_2Cob_60_2023_00_dokument.pdf,data/01_raw_pdfs/2Cob_60_2023/KS_Bratislava_2Cob_60_2023_00_dokument.pdf,B1-32Cb/93/2016,KS Bratislava,2024-06-11,1_GOLD_MODERATION,12448
KS_Trnava_21Cob_43_2019_00_dokument.pdf,data/01_raw_pdfs/21Cob_43_2019/KS_Trnava_21Cob_43_2019_00_dokument.pdf,SI-9Cb/3/2018,KS Trnava,2019-11-26,1_GOLD_MODERATION,3937
KS_Bratislava_2Cob_344_2016_00_dokument.pdf,data/01_raw_pdfs/2Cob_344_2016/KS_Bratislava_2Cob_344_2016_00_dokument.pdf,B1-31Cb/166/2013,KS Bratislava,2017-05-25,1_GOLD_MODERATION,2678
KS_Trnava_31CoZm_4_2022_00_dokument.pdf,data/01_raw_pdfs/31CoZm_4_2022/KS_Trnava_31CoZm_4_2022_00_dokument.pdf,31CoZm/4/2022,KS Trnava,2023-04-18,1_GOLD_MODERATION,13321
KS_Nitra_26Cob_52_2016_00_dokument.pdf,data/01_raw_pdfs/26Cob_52_2016/KS_Nitra_26Cob_52_2016_00_dokument.pdf,26Cob/52/2016,KS Nitra,2016-12-01,1_GOLD_MODERATION,6341
KS_Bratislava_3Cob_94_2018_00_dokument.pdf,data/01_raw_pdfs/3Cob_94_2018/KS_Bratislava_3Cob_94_2018_00_dokument.pdf,3Cob/94/2018,KS Bratislava,2019-05-22,1_GOLD_MODERATION,3226
KS_Bratislava_2Cob_69_2020_00_dokument.pdf,data/01_raw_pdfs/2Cob_69_2020/KS_Bratislava_2Cob_69_2020_00_dokument.pdf,B2-42Cb/17/2018,KS Bratislava,2023-02-14,1_GOLD_MODERATION,16216
KS_Košice_3Cob_116_2021_00_dokument.pdf,data/01_raw_pdfs/3Cob_116_2021/KS_Košice_3Cob_116_2021_00_dokument.pdf,3Cob/116/2021,KS Košice,2021-12-28,1_GOLD_MODERATION,6098
KS_Prešov_2Cob_28_2020_00_dokument.pdf,data/01_raw_pdfs/2Cob_28_2020/KS_Prešov_2Cob_28_2020_00_dokument.pdf,2Cob/28/2020,KS Prešov,2021-03-25,1_GOLD_MODERATION,10000
KS_Bratislava_2Cob_294_2011_00_dokument.pdf,data/01_raw_pdfs/2Cob_294_2011/KS_Bratislava_2Cob_294_2011_00_dokument.pdf,2Cob/294/2011,KS Bratislava,2013-02-19,1_GOLD_MODERATION,4305
KS_Košice_4Cob_55_2024_00_dokument.pdf,data/01_raw_pdfs/4Cob_55_2024/KS_Košice_4Cob_55_2024_00_dokument.pdf,SK-6Cb/7/2022,KS Košice,2025-04-29,1_GOLD_MODERATION,7911
KS_Banská_Bystrica_41Cob_13_2020_00_dokument.pdf,data/01_raw_pdfs/41Cob_13_2020/KS_Banská_Bystrica_41Cob_13_2020_00_dokument.pdf,41Cob/13/2020,KS Banská Bystrica,2020-11-18,1_GOLD_MODERATION,20422
KS_Trenčín_8Cob_11_2022_00_dokument.pdf,data/01_raw_pdfs/8Cob_11_2022/KS_Trenčín_8Cob_11_2022_00_dokument.pdf,NM-9Cb/25/2019,KS Trenčín,2022-10-12,3_PENALTY_NO_MODERATION,12810
KS_Banská_Bystrica_43CoPv_10_2023_00_dokument.pdf,data/01_raw_pdfs/43CoPv_10_2023/KS_Banská_Bystrica_43CoPv_10_2023_00_dokument.pdf,43CoPv/10/2023,KS Banská Bystrica,2023-09-14,1_GOLD_MODERATION,13462
KS_Nitra_26Cob_135_2012_00_dokument.pdf,data/01_raw_pdfs/26Cob_135_2012/KS_Nitra_26Cob_135_2012_00_dokument.pdf,26Cob/135/2012,KS Nitra,2013-02-28,1_GOLD_MODERATION,3362
KS_Žilina_14Cob_150_2020_00_dokument.pdf,data/01_raw_pdfs/14Cob_150_2020/KS_Žilina_14Cob_150_2020_00_dokument.pdf,14Cob/150/2020,KS Žilina,2021-05-27,1_GOLD_MODERATION,10981
KS_Žilina_13Cob_128_2017_00_dokument.pdf,data/01_raw_pdfs/13Cob_128_2017/KS_Žilina_13Cob_128_2017_00_dokument.pdf,13Cob/128/2017,KS Žilina,2018-01-24,1_GOLD_MODERATION,16507
KS_Banská_Bystrica_42Cob_18_2023_00_dokument.pdf,data/01_raw_pdfs/42Cob_18_2023/KS_Banská_Bystrica_42Cob_18_2023_00_dokument.pdf,PB-14Cb/41/2022,KS Banská Bystrica,2024-01-24,1_GOLD_MODERATION,11879
KS_Bratislava_2Cob_82_2015_00_dokument.pdf,data/01_raw_pdfs/2Cob_82_2015/KS_Bratislava_2Cob_82_2015_00_dokument.pdf,B2-26Cb/60/2013,KS Bratislava,2016-03-08,1_GOLD_MODERATION,5118
KS_Bratislava_3Cob_387_2013_00_dokument.pdf,data/01_raw_pdfs/3Cob_387_2013/KS_Bratislava_3Cob_387_2013_00_dokument.pdf,3Cob/387/2013,KS Bratislava,2014-10-22,3_PENALTY_NO_MODERATION,2711
KS_Prešov_4Cob_84_2020_00_dokument.pdf,data/01_raw_pdfs/4Cob_84_2020/KS_Prešov_4Cob_84_2020_00_dokument.pdf,4Cob/84/2020,KS Prešov,2021-02-11,1_GOLD_MODERATION,5056
KS_Trenčín_8Cob_258_2014_00_dokument.pdf,data/01_raw_pdfs/8Cob_258_2014/KS_Trenčín_8Cob_258_2014_00_dokument.pdf,NM-9Cb/113/2013,KS Trenčín,2016-10-26,1_GOLD_MODERATION,6546
KS_Žilina_14Cob_202_2019_00_dokument.pdf,data/01_raw_pdfs/14Cob_202_2019/KS_Žilina_14Cob_202_2019_00_dokument.pdf,14Cob/202/2019,KS Žilina,2020-06-25,1_GOLD_MODERATION,24508
NS_SR_1Obdo_7_2020_00_dokument.pdf,data/01_raw_pdfs/1Obdo_7_2020/NS_SR_1Obdo_7_2020_00_dokument.pdf,1Obdo/7/2020,NS SR,2020-08-24,3_PENALTY_NO_MODERATION,5876
KS_Trenčín_8Cob_74_2011_00_dokument.pdf,data/01_raw_pdfs/8Cob_74_2011/KS_Trenčín_8Cob_74_2011_00_dokument.pdf,BN-3Cb/38/2010,KS Trenčín,2012-01-26,1_GOLD_MODERATION,2376
KS_Nitra_26Cob_28_2017_00_dokument.pdf,data/01_raw_pdfs/26Cob_28_2017/KS_Nitra_26Cob_28_2017_00_dokument.pdf,26Cob/28/2017,KS Nitra,2018-01-25,1_GOLD_MODERATION,3224
KS_Prešov_5Cob_11_2022_00_dokument.pdf,data/01_raw_pdfs/5Cob_11_2022/KS_Prešov_5Cob_11_2022_00_dokument.pdf,5Cob/11/2022,KS Prešov,2022-06-21,1_GOLD_MODERATION,5701
KS_Bratislava_2Cob_140_2023_00_dokument.pdf,data/01_raw_pdfs/2Cob_140_2023/KS_Bratislava_2Cob_140_2023_00_dokument.pdf,2Cob/140/2023,KS Bratislava,2025-04-15,1_GOLD_MODERATION,16342
KS_Bratislava_1Cob_93_2016_00_dokument.pdf,data/01_raw_pdfs/1Cob_93_2016/KS_Bratislava_1Cob_93_2016_00_dokument.pdf,1Cob/93/2016,KS Bratislava,2017-10-26,3_PENALTY_NO_MODERATION,4836
