id|spisova_znacka|datum_vydania|sudca|kolegium|merito|najdeny_kontext_301|cesta_k_pdf|url_na_web
172740|2Ndob/18/2020|2021-04-29|JUDr. Beáta Miničová|2|abstraktnej kontrole v spotreb. veciach a NO| a § 15 ods. 1 C. s. p. Vzhľadom na obsah žaloby dospel k záveru, že v predmetnej veci absentuje základná a neopomenuteľná podmienka konania o abstraktnej kontrole v spotrebiteľských veciach v zmysle § 301 C. s. p., ktorou je nevyhnutná existencia spotrebiteľského vzťahu založeného na základe spotrebiteľskej zmluvy, prípadne so spotrebiteľskou zmluvou súvisiacimi iným dokumentami, ktorými žalobca vytýk|rozhodnutia_301_pdf_BBB/172740_2Ndob_18_2020.pdf|https://www.nsud.skbd0/695688.006860.pdf
158173|2Obdo/23/2015|2016-06-23|JUDr. Ivana Izakovičová|2|zaplatenie 190 900 eur s prísl.|ú, pretože sa nejedná o omeškanie s peňažným plnením, v zmysle ustanovenia § 369 ods. 1 Obchodného zákonníka. Ďalej súd prvého stupňa uviedol, že nemohol znížiť dohodnutú zmluvnú pokutu v zmysle ust. § 301 Obchodného zákonníka do výšky skutočnej škody, pretože za skutočnú škodu treba považovať dohodnutú výšku nájomného za prenajaté zariadenie, čo bolo 404 450 Eur za 126 dní nájmu, teda 3 209,92 Eur den|rozhodnutia_301_pdf_BBB/158173_2Obdo_23_2015.pdf|https://www.nsud.sk748/656640.05e93d.pdf
150053|3Ndob/14/2016|2017-01-23|JUDr. Ľubomíra Kúdelová|2|určenie nekalých obchodných praktík| novembra 2016 postúpil vec najvyššiemu súdu podľa § 43 ods. 2 C. s. p. z dôvodu, že s postúpením nesúhlasil, nakoľko predmetom konania je spor z abstraktnej kontroly v spotrebiteľských veciach podľa § 301 a nasl. C. s. p. a je daná kauzálna príslušnosť Krajského súdu v Košiciach podľa § 31 ods. 1 písm. c/ C. s. p.. 3. Najvyšší súd Slovenskej republiky prejednal nesúhlas s postúpením veci v zmysle ust.|rozhodnutia_301_pdf_BBB/150053_3Ndob_14_2016.pdf|https://www.nsud.skcb9/582670.9061fa.pdf
148045|5Obdo/63/2016|2017-04-25|JUDr. Darina Ličková|2|zaplatenie 60 000-UDS a 270 000 eur s príl.|u uhradil, môže si túto škodu vymáhať od spoločnosti WTCC z titulu bezdôvodného obohatenia. Taktiež vzhľadom na všetky okolnosti prípadu odvolací súd nevzhliadol dôvod použiť moderačné právo v zmysle § 301 Obchodného zákonníka. 15. Odvolací súd taktiež dospel k záveru, že nie je opodstatnená ani námietka žalovaného ako odvolateľa týkajúca sa nedostatočného odôvodnenia písomného vyhotovenia rozsudku okr|rozhodnutia_301_pdf_BBB/148045_5Obdo_63_2016.pdf|https://www.nsud.skc0a/650216.130f61.pdf
140008|1Obdo/40/2017|2018-01-30|JUDr. Jana Hullová|2|29 274,36 eur s prísl.|sle uzavretej zmluvy o dielo. Súdom prvej inštancie priznanú zmluvnú pokutu vo výške 21 443,27 eur odvolací súd len znížil (modifikoval) v prospech žalovaného, uplatniac moderačné právo v zmysle ust. § 301 Obch. zákonníka. Keďže v posudzovanom prípade nebolo potrebné zopakovať alebo doplniť dokazovanie a v spore nebol zistený ani žiadny dôležitý verejný záujem, odvolací súd postupoval procesne správne,|rozhodnutia_301_pdf_BBB/140008_1Obdo_40_2017.pdf|https://www.nsud.sk5fe/645748.d51871.pdf
130236|3Obdo/11/2019|2019-07-17|JUDr. Ľubomíra Kúdelová|2|9 616,52 eur s prísl.|žalobcu proti výroku o zamietnutí žaloby v časti zmluvnej pokuty krajský súd skonštatoval, že sa v celom rozsahu stotožnil s odôvodnením rozsudku súdu prvej inštancie poukazujúc na znenie ustanovenia § 301 Obchodného zákonníka, ktoré umožňuje súdu znížiť zmluvnú pokutu. Podľa názoru odvolacieho súdu je rozhodnutie okresného súdu v tejto časti dostatočné, presvedčivé a logické, pričom zohľadňuje aj ustá|rozhodnutia_301_pdf_BBB/130236_3Obdo_11_2019.pdf|https://www.nsud.sk17a/522644.2bfce5.pdf
130174|4Obdo/50/2018|2019-07-31|JUDr. Viera Pepelová|2|177 622,31 eur s prísl.|a na zmluvnú pokutu aplikujú nielen ustanovenia § 544 a § 545 OZ, ale aj ustanovenia Obchodného zákonníka, súd prvej inštancie aplikoval pri jej posudzovaní aj § 300 a nasl. ObchZ, pričom  k uvedeniu § 301 ObchZ došlo zrejme len omylom, keďže využitie moderačného oprávnenia navrhol žalovaný len v záverečnom štádiu konania pred odvolacím súdom. Citácia uvedeného ustanovenia preto nemôže mať bez ďalšieho|rozhodnutia_301_pdf_BBB/130174_4Obdo_50_2018.pdf|https://www.nsud.sk07c/643920.506ff4.pdf
129949|5Obdo/27/2018|2019-07-30|JUDr. Anna Marková|2|138 252,66 eur s prísl.| dospel k záveru, že dohodnutá zmluvná pokuta nie je v rozpore s dobrými mravmi ani s poctivým obchodným stykom. Rovnako aj k žalovaným 1/ a 2/ uplatnenému návrhu na moderovanie zmluvnej pokuty podľa § 301 Obchodného zákonníka, súd prvej inštancie vyjadril zreteľným spôsobom svoje závery, keď mal za to, že nebolo možné hovoriť o neprimeranosti výšky dohodnutej zmluvnej pokuty vzhľadom na hodnotu a význ|rozhodnutia_301_pdf_BBB/129949_5Obdo_27_2018.pdf|https://www.nsud.sk961/522189.7e97d2.pdf
129667|3Obo/8/2019|2019-09-24|JUDr. Jana Veselá  Zemaníková|2|určenie nekalých obchodných praktík| ktoré by inak nebol urobil.  20.2. Zároveň odvolací súd uvádza, že nie je možné stotožňovať posudzovanie nekalých obchodných praktík v konaní o abstraktnej kontrole v spotrebiteľských zmluvách podľa § 301 a nasl. C.s.p. s vykonávaním dohľadu nad finančným trhom, ktorého vykonávanie podľa § 23 zákona o spotrebiteľských úveroch patrí do právomoci  Národnej banky Slovenska a nie do právomoci súdu v civil|rozhodnutia_301_pdf_BBB/129667_3Obo_8_2019.pdf|https://www.nsud.ska74/643800.6f7906.pdf
129456|1Obdo/66/2018|2019-09-25|JUDr. Jana Hullová|2|33 111 eur s prísl.|sti s uplatneným odvolacím dôvodom podľa ust. § 365 ods. 1 písm. h/ CSP, a to, že rozhodnutie súdu prvej inštancie vychádza z nesprávneho právneho posúdenia veci, poukázal na nesprávnu aplikáciu ust. § 301 zákona č. 513/1991 Zb. Obchodného zákonníka (ďalej aj ako „Obchodný zákonník“), keď súd prvej inštancie nepristúpil k uplatneniu moderačného práva vo vzťahu k neprimerane vysokej zmluvnej pokute, doh|rozhodnutia_301_pdf_BBB/129456_1Obdo_66_2018.pdf|https://www.nsud.sk254/643696.6f3769.pdf
129385|4Obdo/55/2018|2019-09-30|JUDr. Gabriela Mederová|2|27 873,76 eur s prísl.|  bol v omeškaní. Rozhodnutia, od ktorých sa mal odvolací súd podľa názoru dovolateľa odkloniť, sa však týkajú posúdenia primeranosti zmluvnej pokuty v nadväznosti na použitie moderačného práva podľa § 301 ObchZ (1 ObdoV 93/2004) a skúmania dojednania o zmluvnej pokute s dobrými mravmi v zmysle  § 39 OZ (2 Cdo/172/2007). Pokiaľ ide o rozhodnutie,  sp. zn. 6Cdo/13/2017, v jeho odôvodnení najvyšší súd vy|rozhodnutia_301_pdf_BBB/129385_4Obdo_55_2018.pdf|https://www.nsud.sk972/519838.3341bd.pdf
126625|5Obdo/16/2019|2020-04-28|JUDr. Andrea Moravčíková|2|6 278,52 eur s prísl.|vnou cenou. Súd prvej inštancie zaviazal žalovaného zároveň na v súlade so zákonom a zmluvou uplatnené úroky z omeškania a zmluvnú pokutu, pričom nezistil dôvody pre jej moderáciu postupom podľa ust. § 301 ObZ. K námietke neprimerane vysokej zmluvne dohodnutej ceny žalobcom poskytnutého plnenia uviedol, že toto v konaní nebolo preukázané a nebol preukázaný výkon práva žalobcu v rozpore so zásadami poct|rozhodnutia_301_pdf_BBB/126625_5Obdo_16_2019.pdf|https://www.nsud.sk2b2/513605.f32ab5.pdf
125184|1Obdo/72/2019|2020-09-29|JUDr. Jana Hullová|2|10 000 eur s prísl.|izovanej náhrady škody, súd prihliadol aj na výšku vzniknutej škody, ktorá v prejednávanom prípade bola 300 €. Na základe uvedeného súd prvej inštancie uplatnil moderačné oprávnenie podľa ustanovenia § 301 Obchodného zákonníka (ďalej aj „Obch. zák.“) a zmluvnú pokutu znížil o polovicu na sumu 5.000 € s tým, že ju možno považovať za dostatočne účinnú náhradu, odrádzajúcu od neplnenia zmluvných povinnost|rozhodnutia_301_pdf_BBB/125184_1Obdo_72_2019.pdf|https://www.nsud.sk7f1/508943.96a0fe.pdf
123984|4Obdo/38/2020|2020-07-30|JUDr. Alena Priecelová|2|500 000 eur s prísl.|na jej preskúmanie. Súd prvej inštancie sa stotožnil aj so záverom znaleckého posudku Ing. J. Škultétyho ohľadne uplatneného opčného kontraktu resp,, že nebol uplatnený platne. Súd s poukazom na ust. § 301 Obchodného zákonníka a na základe vykonaného dokazovania dospel k záveru, že zmluvnými stranami dohodnutá zmluvná pokuta nie je neprimerane vysoká, vzhľadom na výšku hodnoty dohodnutého obchodu,  nie|rozhodnutia_301_pdf_BBB/123984_4Obdo_38_2020.pdf|https://www.nsud.sk47e/638595.5923cf.pdf
122552|5Obdo/76/2020|2021-04-22|JUDr. Andrea Moravčíková|2|4 231,95 eur zo zmenky s prísl.|gového vzťahu. Teda obidve zmluvné pokuty uplatnené žalobcom v tomto konaní predstavovali škodu, ktorá žalobcovi vznikla z dôvodu predčasného ukončenia leasingu zavineného žalovanou, pričom  v zmysle § 301 Obchodného zákonníka môže súd neprimerane vysokú zmluvnú pokutu znížiť len do výšky škody, ktorá vznikla do doby súdneho rozhodnutia porušením zmluvnej povinnosti, na ktorú sa vzťahuje zmluvná pokuta|rozhodnutia_301_pdf_BBB/122552_5Obdo_76_2020.pdf|https://www.nsud.ska65/503228.5224fc.pdf
88078|374,45 eur s prísl.|2019-11-27||2||ednané a  o neprijateľnosti zmluvnej pokuty už bolo viackrát rozhodnuté a judikované. Súd prvej inštancie a  odvolací súd svojimi rozhodnutiami de facto nahradili konanie o abstraktnej kontrole podľa § 301 a  nasl. C. s. p. Súdy nevzali do úvahy všetky konkrétne okolnosti prípadu a posudzovali neprijateľnosť  zmluvnej podmienky vo všeobecnosti. Odvolací súd vyslovil povinnosť nad rámec zákonných  ustan|rozhodnutia_301_pdf_BBB/88078_374,45 eur s prísl..pdf|https://www.nsud.sk66940.pdf
70206|určenie neplatnosti úverovej zmluvy|2017-07-12||2||eľnosť zmluvnej podmienky v spotrebiteľskej zmluv e alebo v iných  zmluvných dokumentoch súvisiacich so spotrebiteľskou zmluvou a nekalé obchodné praktiky  nezávisle od okolností konkrétneho prípadu (§ 301 CSP). Žalobu o začatie takého konania môže proti  dodávateľovi podať len právnická osoba založená alebo  zriadená na ochranu spotrebiteľa alebo orgán  dohľadu podľa osobitného predpisu (§ 302 CSP).4.|rozhodnutia_301_pdf_BBB/70206_určenie neplatnosti úverovej zmluvy.pdf|https://www.nsud.sk9cf/54708.d3dcfb.pdf
70042|určenie neprijateľných zmluvných podmienok|2017-07-26||2||o príslušnosti podľa § 40 a § 43 ods. 2 CSP  z dôvodu, že s  postúpením veci Okresným súdom Nitra nesúhlasí. Spor nemožno považovať za konanie o abstraktnej  kontrole v spotrebiteľských veciach podľa § 301 CSP, pretože žaloba nie je podaná právnickou osobou  založenou alebo zriadenou na ochranu spotreb iteľa ani orgánom dohľadu podľa osobitného predpisu  (§ 302 CSP) a predmetom sporu nie je abstraktná |rozhodnutia_301_pdf_BBB/70042_určenie neprijateľných zmluvných podmienok.pdf|https://www.nsud.skc82/54544.585639.pdf
63273|o určenie neprijateľných zmluvných podmienok|2017-03-06||2||ienky v spotrebiteľskej zmluve alebo v iných zmluvných   2  3 Ndc 1/2017    dokumentoch súvisiacich so spotrebiteľskou zmluvou a  nekalé obchodné praktiky nezávisle  od okolností konkrétneho prípadu (§ 301 CSP). Žalobu o zač atie takého konania môže proti  dodávateľovi podať len právnická osoba založená alebo zriadená na ochranu spotrebiteľa  alebo orgán dohľadu podľa osobitného predpisu (§ 302 CSP).  |rozhodnutia_301_pdf_BBB/63273_o určenie neprijateľných zmluvných podmienok.pdf|https://www.nsud.sk14d/49438.c5de02.pdf
62291|o určenie kauzálnej príslušnosti|2016-11-30||2||enie  bezúročnosti  a bezpoplatkovosti konkrétneho úveru vyplývajúceho zo zmluvy uzatvorenej medzi žalobcom  a žalovanou), teda nie je naplnená požiadavka nezávislosti okolností konkrétneho prípadu  (§ 301  CSP). Následne poukázal na nesplnenie podmienky konania v  zmysle § 302 CSP, keďže návrh     na konanie o abstraktnej kontrole nepodal osobitne procesne legitimovaný subjekt a  podľa § 305  CSP  nem|rozhodnutia_301_pdf_BBB/62291_o určenie kauzálnej príslušnosti.pdf|https://www.nsud.skedf/48535.f272d2.pdf
61873|o určenie neplatnosti zmluvy o úvere|2017-01-23||2||nutia spolo čne nadriadenému súdu    na rozhodnutie o príslušnosti; ak ide o spor o miestnu príslušnosť, predloţí súdny spis svojmu  nadriadenému súdu. Týmto rozhodnutím sú súdy viazané.     7. Podľa § 301 ods. 1 C. s. p. k onanie o abstraktnej kontrole v spotrebiteľských  veciach je konanie, v ktorom súd skúma neprijateľnosť zmluvnej podmienky v spotrebiteľskej  zmluve alebo v iných zmluvných dokument|rozhodnutia_301_pdf_BBB/61873_o určenie neplatnosti zmluvy o úvere.pdf|https://www.nsud.sk78e/48133.30296c.pdf
61336|o určenie bezúročnosti a bezpoplatkovej zmluvy|2017-01-19||2||eľnosť zmluvnej podmienky v spotrebiteľskej zmluve alebo v iných zmluvných  dokumentoch súvisiacich so spotrebiteľskou zmluvou a  nekalé obchodné praktiky nezávisle  od okolností konkrétneho prípadu (§ 301 C SP). Žalobu o začatie takého  konania môže proti  dodávateľovi podať len právnická osoba založená alebo zriadená na ochranu spotrebiteľa  alebo orgán dohľadu podľa osobitného predpisu (§ 302 CSP). |rozhodnutia_301_pdf_BBB/61336_o určenie bezúročnosti a bezpoplatkovej zmluvy.pdf|https://www.nsud.skc97/47594.06b2e9.pdf
61272|určenie nekalých obchodných praktík|2017-01-23||1||ra 2016 postúpil vec najvyššiemu  súdu podľa § 43 ods.  2 C . s. p.  z dôvodu, že s  postúpením nesúhlasil, nakoľko predmetom  konania je spor z  abstraktnej kontroly v spotrebiteľských veciach podľa § 301 a  nasl. C. s. p.  a je daná kauzálna príslušnosť Krajského súdu v Košiciach podľa § 31 ods. 1 písm. c/ C. s. p..      3. Najvyšší súd Slovenskej republiky prejednal nesúhlas s postúpením veci v zmys|rozhodnutia_301_pdf_BBB/61272_určenie nekalých obchodných praktík.pdf|https://www.nsud.ska14/47530.0d77cc.pdf
61116|o miestnu príslušnosť|2016-10-27||2||odnením, že ide o  konanie                    o  abstraktnej  kontrole  v  spotrebiteľských  veciach,  v  ktorom  predmetom  skúmania  je  neprijateľnosť zmluvnej podmienky v  spotrebiteľskej zmluve (§ 301 CSP);  na konanie je  príslušný Krajský súd v Bratislave.     2. Krajský  súd  v  Bratislave  predložil  spor  vedený  pod  sp. zn.  12  C  1/2016  Najvyššiemu súdu Slovenskej republiky na rozhodnuti|rozhodnutia_301_pdf_BBB/61116_o miestnu príslušnosť.pdf|https://www.nsud.skff9/47373.249594.pdf
60367|dovolanie obvineného|2016-12-14||4||né ako proti mladi stvému a  napriek tomu bolo napadnuté rozhodnutie doručené len  obvinenému 26 . januára 2005 a  jeho obhajcovi 21. januára 2005. Aj keď neboli splnené  zákonné podmienky uvedené v  § 301 ods. 2 Tr. por. účinného do 31. decembra 2005  vymedzujúce kedy sa ustanoven ia o konaní proti mladistvému nepoužijú a  v posudzovanom  prípade sa tak nestalo, napadnutý rozsudok nebol doručený zákon|rozhodnutia_301_pdf_BBB/60367_dovolanie obvineného.pdf|https://www.nsud.sk779/46922.10b475.pdf
