timestamp;experiment_name;top_k;window_size;total_questions;weighted_hits;recall_rate_percent;avg_coverage_pct;avg_call1_cov;avg_call2_cov;avg_total_cov;weighted_total_cov;avg_mrr;avg_precision_at_k;recall_plain_percent
2026-04-27 12:05:47;hier_openai_hybrid_fk8_c1p7_c2p11;8;0;60;44.77;74.61;45.1;43.6;48.1;55.7;47.2;;;
2026-04-27 12:05:57;hier_openai_hybrid_fk8_c1p9_c2p7;8;0;60;47.82;79.69;46.8;48.4;43.5;57.2;48.2;;;
2026-04-27 12:06:07;hier_openai_hybrid_fk8_c1p9_c2p9;8;0;60;48.52;80.86;47.9;48.4;47.0;58.5;50.0;;;
2026-04-27 12:06:17;hier_openai_hybrid_fk8_c1p9_c2p11;8;0;60;48.52;80.86;48.3;48.4;48.1;59.0;50.7;;;
2026-04-27 22:04:45;openai3s_500_top10_w0;10;0;60;38.77;64.61;33.2;47.3;34.5;53.5;42.8;0.2617;0.0912;66.15
2026-04-27 22:04:53;openai3s_500_top12_w0;12;0;60;40.93;68.22;37.6;53.0;38.4;59.2;47.3;0.2615;0.0864;69.74
2026-04-27 22:05:05;openai3s_200_top12_w0;12;0;60;21.75;36.25;18.5;29.4;18.9;35.1;26.2;0.1671;0.0458;35.38
2026-04-27 22:05:13;hier_me5_hybrid_fk8_c1p11_c2p13;8;0;60;51.47;85.78;49.6;51.2;46.4;59.9;51.0;;;
2026-04-27 22:05:20;openai3s_200_top16_w0;16;0;60;23.53;39.22;22.8;34.7;23.2;40.0;30.7;0.1573;0.0413;38.97
2026-04-27 22:05:29;hier_me5_hybrid_fk8_c1p13_c2p15;8;0;60;51.47;85.78;51.7;54.3;46.4;62.1;53.9;;;
2026-04-27 22:05:42;hier_me5_hybrid_fk8_c1p15_c2p17;8;0;60;53.72;89.53;52.9;56.1;46.4;63.6;56.4;;;
2026-04-27 22:05:55;hier_me5_hybrid_fk8_c1p17_c2p19;8;0;60;53.72;89.53;53.4;57.0;46.4;64.4;57.5;;;
2026-04-27 22:06:06;hier_openai_hybrid_fk8_c1p11_c2p13;8;0;60;51.77;86.28;51.1;52.5;48.3;61.8;53.8;;;
2026-04-27 22:06:16;hier_openai_hybrid_fk8_c1p13_c2p15;8;0;60;52.1;86.83;52.7;54.8;48.4;62.9;55.3;;;
2026-04-27 22:06:26;hier_openai_hybrid_fk8_c1p15_c2p17;8;0;60;52.85;88.08;53.7;56.3;48.4;63.9;56.7;;;
2026-04-27 22:06:37;hier_openai_hybrid_fk8_c1p17_c2p19;8;0;60;53.35;88.92;54.3;57.2;48.4;64.3;57.5;;;
2026-04-27 23:13:46;hier_me5_hybrid_fk8_c1p19_c2p21;8;0;60;54.55;90.92;53.8;57.5;46.4;64.7;58.0;;;
2026-04-27 23:14:00;hier_me5_hybrid_fk8_c1p21_c2p23;8;0;60;54.55;90.92;53.9;57.7;46.4;64.8;58.3;;;
2026-04-27 23:14:16;hier_openai_hybrid_fk8_c1p19_c2p21;8;0;60;53.35;88.92;54.4;57.3;48.4;64.5;57.8;;;
2026-04-27 23:14:26;hier_openai_hybrid_fk8_c1p21_c2p23;8;0;60;53.35;88.92;54.4;57.3;48.4;64.5;57.8;;;
2026-04-27 23:19:09;hier_me5_hybrid_fk12_c1p21_c2p23;12;0;60;56.33;93.89;59.1;63.0;51.2;69.7;63.3;;;
2026-04-27 23:19:22;hier_me5_hybrid_fk16_c1p21_c2p23;16;0;60;56.75;94.58;63.3;67.5;54.9;74.9;69.6;;;
2026-04-27 23:19:35;hier_me5_hybrid_fk12_c1p25_c2p27;12;0;60;56.33;93.89;59.6;63.8;51.2;70.3;64.3;;;
2026-04-27 23:19:49;hier_me5_hybrid_fk16_c1p25_c2p27;16;0;60;57.58;95.97;64.1;68.7;54.9;75.5;70.4;;;
2026-04-27 23:20:00;hier_openai_hybrid_fk12_c1p21_c2p23;12;0;60;55.13;91.89;61.0;64.7;53.5;69.4;63.0;;;
2026-04-27 23:20:11;hier_openai_hybrid_fk16_c1p21_c2p23;16;0;60;55.75;92.92;65.4;68.8;58.5;73.0;66.1;;;
2026-04-27 23:20:22;hier_openai_hybrid_fk12_c1p25_c2p27;12;0;60;55.13;91.89;61.5;65.5;53.5;70.2;64.6;;;
2026-04-27 23:20:33;hier_openai_hybrid_fk16_c1p25_c2p27;16;0;60;56.42;94.03;66.3;70.2;58.5;74.1;68.1;;;
2026-04-29 00:40:10;openai3s_380_top2_w0;2;0;60;17.68;29.47;7.7;13.7;7.7;18.4;14.4;0.2412;0.1357;28.21
2026-04-29 00:40:14;openai3s_380_top2_w1;2;1;60;30.6;51.0;19.5;33.2;19.2;41.5;33.9;0.4007;0.202;51.28
2026-04-29 00:40:19;openai3s_380_top3_w0;3;0;60;20.67;34.44;10.4;18.3;10.8;24.0;18.2;0.2557;0.1199;32.82
2026-04-29 00:40:24;openai3s_380_top3_w1;3;1;60;33.95;56.58;24.8;40.5;25.1;47.9;39.7;0.4172;0.1658;56.92
2026-04-29 00:40:29;openai3s_380_top4_w0;4;0;60;24.55;40.92;13.0;22.0;13.3;28.3;21.4;0.2583;0.1084;38.97
2026-04-29 00:40:33;openai3s_380_top4_w1;4;1;60;36.47;60.78;29.4;47.1;28.4;54.2;44.5;0.4069;0.1466;61.54
2026-04-29 00:40:38;openai3s_380_top5_w0;5;0;60;25.73;42.89;15.3;25.2;15.8;31.5;24.1;0.2557;0.0983;41.54
2026-04-29 00:40:43;openai3s_380_top5_w1;5;1;60;39.73;66.22;32.6;50.5;31.2;57.8;48.0;0.4072;0.1359;66.15
2026-04-29 00:40:47;openai3s_380_top6_w0;6;0;60;29.77;49.61;17.5;28.3;17.7;34.9;26.6;0.2478;0.0982;47.18
2026-04-29 00:40:52;openai3s_380_top6_w1;6;1;60;42.57;70.94;36.1;53.5;34.4;60.2;50.4;0.3907;0.1269;69.74
2026-04-29 00:40:57;openai3s_380_top7_w0;7;0;60;31.17;51.94;20.0;31.0;20.4;37.9;29.0;0.2565;0.0936;50.26
2026-04-29 00:41:01;openai3s_380_top7_w1;7;1;60;43.65;72.75;39.2;56.3;37.5;62.3;52.5;0.3965;0.1161;71.28
2026-04-29 00:41:06;openai3s_380_top8_w0;8;0;60;32.08;53.47;22.0;33.2;22.8;41.0;31.7;0.2517;0.087;51.79
2026-04-29 00:41:11;openai3s_380_top8_w1;8;1;60;45.43;75.72;42.9;59.1;42.6;66.4;56.1;0.3957;0.1099;74.36
2026-04-29 00:41:45;openai3l_380_top2_w0;2;0;60;18.57;30.94;7.0;12.8;6.7;16.9;12.9;0.3153;0.16;28.72
2026-04-29 00:41:51;openai3l_380_top2_w1;2;1;60;28.95;48.25;18.8;31.6;17.2;38.4;31.0;0.4493;0.23;47.18
2026-04-29 00:41:56;openai3l_380_top3_w0;3;0;60;22.45;37.42;9.4;16.4;9.3;21.8;16.4;0.3146;0.143;34.87
2026-04-29 00:42:01;openai3l_380_top3_w1;3;1;60;33.27;55.44;23.9;38.2;22.6;46.0;36.8;0.414;0.1938;53.85
2026-04-29 00:42:06;openai3l_380_top4_w0;4;0;60;27.38;45.64;11.7;19.7;11.8;26.3;19.5;0.3346;0.1361;43.08
2026-04-29 00:42:12;openai3l_380_top4_w1;4;1;60;36.2;60.33;27.9;43.4;26.6;51.2;41.1;0.4081;0.1686;58.97
2026-04-29 00:42:18;openai3l_380_top5_w0;5;0;60;28.22;47.03;14.1;22.6;14.6;30.2;22.7;0.3267;0.1176;44.62
2026-04-29 00:42:23;openai3l_380_top5_w1;5;1;60;38.18;63.64;31.7;47.7;30.6;56.1;45.8;0.3976;0.1491;62.56
2026-04-29 00:42:29;openai3l_380_top6_w0;6;0;60;31.0;51.67;16.3;25.9;16.9;33.9;25.3;0.3183;0.1111;49.23
2026-04-29 00:42:35;openai3l_380_top6_w1;6;1;60;39.85;66.42;34.6;51.1;33.8;59.6;48.8;0.4011;0.1372;65.13
2026-04-29 00:42:41;openai3l_380_top7_w0;7;0;60;32.23;53.72;18.7;29.2;19.0;37.1;27.7;0.3153;0.1042;51.79
2026-04-29 00:42:46;openai3l_380_top7_w1;7;1;60;42.2;70.33;37.4;54.0;36.0;61.6;51.3;0.4096;0.128;69.23
2026-04-29 00:42:52;openai3l_380_top8_w0;8;0;60;33.42;55.69;20.3;31.0;20.8;39.2;29.6;0.286;0.1017;54.36
2026-04-29 00:42:58;openai3l_380_top8_w1;8;1;60;43.72;72.86;40.2;55.5;39.6;63.4;53.2;0.3697;0.1237;72.31
